,"美国iShares安硕MSCI德国指数ETF - 指数GARCH模型波动率预测"
2010-08-11,0.2888857753507431
2010-08-12,0.2847695573617377
2010-08-13,0.2820185291784921
2010-08-16,0.26687663442122467
2010-08-17,0.2601703503476136
2010-08-18,0.24423119948114738
2010-08-19,0.27008780572250946
2010-08-20,0.2923827949794584
2010-08-23,0.2819681726720234
2010-08-24,0.28971159521151374
2010-08-25,0.27419829321131817
2010-08-26,0.26177390779067344
2010-08-27,0.2559671236702089
2010-08-30,0.2805573502868888
2010-08-31,0.26595211674284525
2010-09-01,0.2730107074823257
2010-09-02,0.26034255818056334
2010-09-03,0.2515691817373503
2010-09-07,0.2758861591308995
2010-09-08,0.26185754982432724
2010-09-09,0.25031426167919396
2010-09-10,0.2380221401466679
2010-09-13,0.23557999660412596
2010-09-14,0.228261568381539
2010-09-15,0.21617880099584233
2010-09-16,0.2059099298236974
2010-09-17,0.21175921136989534
2010-09-20,0.20905196004821386
2010-09-21,0.20256413206685928
2010-09-22,0.19272306348748194
2010-09-23,0.21342217597991078
2010-09-24,0.22275277776045804
2010-09-27,0.21968156681888446
2010-09-28,0.21167047597622113
2010-09-29,0.20269316120678568
2010-09-30,0.19532548220854337
2010-10-01,0.18998357402680896
2010-10-04,0.2196930376684705
2010-10-05,0.22293082963107635
2010-10-06,0.21640919573807396
2010-10-07,0.20699579126156165
2010-10-08,0.1985527194475059
2010-10-11,0.1905992339963621
2010-10-12,0.18287439952054524
2010-10-13,0.18457636468410576
2010-10-14,0.1827959747915692
2010-10-15,0.17579532075683926
2010-10-18,0.17254319459196296
2010-10-19,0.23045767246937124
2010-10-20,0.23167891142700062
2010-10-21,0.22239194050144892
2010-10-22,0.2111232559430628
2010-10-25,0.2036601610526713
2010-10-26,0.20912228575644443
2010-10-27,0.21846679747732836
2010-10-28,0.21273185092975616
2010-10-29,0.20073916209848044
2010-11-01,0.1993881791882357
2010-11-02,0.19987367110252416
2010-11-03,0.19171266624821637
2010-11-04,0.19274280686967282
2010-11-05,0.1977711404629098
2010-11-08,0.19935929775157216
2010-11-09,0.20896846652066908
2010-11-10,0.20076527189730797
2010-11-11,0.20962700875602838
2010-11-12,0.2015290500151281
2010-11-15,0.19093146414355075
2010-11-16,0.22516186177947636
2010-11-17,0.21546292395676805
2010-11-18,0.220753910950633
2010-11-19,0.21174861983021284
2010-11-22,0.20935508973989625
2010-11-23,0.27750083675549525
2010-11-24,0.2693819325790058
2010-11-26,0.2649508150581915
2010-11-29,0.29056624786784857
2010-11-30,0.3058610684608291
2010-12-01,0.308733467573569
2010-12-02,0.3004609079397851
2010-12-03,0.2901902155483537
2010-12-06,0.2845590441367134
2010-12-07,0.26688286644144094
2010-12-08,0.2540237736905741
2010-12-09,0.24451983232449676
2010-12-10,0.23245619200184794
2010-12-13,0.2271848401632468
2010-12-14,0.2145550586679326
2010-12-15,0.23540289462961156
2010-12-16,0.224325163991916
2010-12-17,0.2210126041654638
2010-12-20,0.2088730561848512
2010-12-21,0.19957905801962286
2010-12-22,0.1905249149061613
2010-12-23,0.17996637685967898
2010-12-27,0.18492384486593394
2010-12-28,0.18083642664020985
2010-12-29,0.17591769780212563
2010-12-30,0.1820368654970745
2010-12-31,0.17626509126880457
2011-01-03,0.1728973684010257
2011-01-04,0.16738454767391164
2011-01-05,0.18763507134861543
2011-01-06,0.19457491205188812
2011-01-07,0.20112688234047682
2011-01-10,0.20897208426007527
2011-01-11,0.2048602626182052
2011-01-12,0.21229873857373718
2011-01-13,0.2059076045220283
2011-01-14,0.19967991887017583
2011-01-18,0.19243983059647501
2011-01-19,0.18456885544424878
2011-01-20,0.18482106698101278
2011-01-21,0.18158903601264037
2011-01-24,0.17447102452842994
2011-01-25,0.16580541607559146
2011-01-26,0.16336179847198057
2011-01-27,0.15846920988002686
2011-01-28,0.18900933310289206
2011-01-31,0.182512317392553
2011-02-01,0.1850193470964591
2011-02-02,0.17908443148414663
2011-02-03,0.18378717909582268
2011-02-04,0.17728606036572644
2011-02-07,0.17231264608263666
2011-02-08,0.16997595477007918
2011-02-09,0.16679621218720767
2011-02-10,0.17747877281522992
2011-02-11,0.16919976595728492
2011-02-14,0.16223257749293143
2011-02-15,0.16225781706900905
2011-02-16,0.1600542483035049
2011-02-17,0.1520935513425865
2011-02-18,0.14882620777269037
2011-02-22,0.1872743217849153
2011-02-23,0.19290211818432684
2011-02-24,0.18782528264320542
2011-02-25,0.1813571338547232
2011-02-28,0.18187191646870607
2011-03-01,0.2059062582827438
2011-03-02,0.1992045180210529
2011-03-03,0.19920287347325086
2011-03-04,0.21024196060729647
2011-03-07,0.20591623248301724
2011-03-08,0.19691391215452503
2011-03-09,0.19507606516433534
2011-03-10,0.23037898341645663
2011-03-11,0.21885408563698328
2011-03-14,0.22771443432509939
2011-03-15,0.28254247185157844
2011-03-16,0.33731028267753715
2011-03-17,0.3370138952624951
2011-03-18,0.3218902421633809
2011-03-21,0.31777212212527395
2011-03-22,0.3092657265200915
2011-03-23,0.29430935153338234
2011-03-24,0.290799797111346
2011-03-25,0.28447219969620935
2011-03-28,0.27079379313418545
2011-03-29,0.25652168329402486
2011-03-30,0.250497068246317
2011-03-31,0.23868176469935865
2011-04-01,0.23407191971699637
2011-04-04,0.2210825447655242
2011-04-05,0.21296236568933957
2011-04-06,0.20957699396641802
2011-04-07,0.2022855219732742
2011-04-08,0.1949995753841531
2011-04-11,0.18879582304701553
2011-04-12,0.19289715394478996
2011-04-13,0.1852239455362076
2011-04-14,0.17724917037887652
2011-04-15,0.17517532017952758
2011-04-18,0.23242209533518968
2011-04-19,0.22359823344561558
2011-04-20,0.23473357322718028
2011-04-21,0.2254945764314521
2011-04-25,0.21313949235183985
2011-04-26,0.20938644368726456
2011-04-27,0.21009843692897862
2011-04-28,0.20256444307923344
2011-04-29,0.19374230410522117
2011-05-02,0.18608194001568232
2011-05-03,0.18410870701843518
2011-05-04,0.19944599268975047
2011-05-05,0.2375821508447131
2011-05-06,0.22733425962665638
2011-05-09,0.2146280429021334
2011-05-10,0.2105259014943292
2011-05-11,0.240933300313593
2011-05-12,0.22841386910605932
2011-05-13,0.2571388045394938
2011-05-16,0.24478825707129012
2011-05-17,0.2354119402239402
2011-05-18,0.2262098432871567
2011-05-19,0.2187874064017397
2011-05-20,0.26208692298548586
2011-05-23,0.29573091891109393
2011-05-24,0.2804731302638454
2011-05-25,0.2657908914917891
2011-05-26,0.25094941004114757
2011-05-27,0.2403696678035729
2011-05-31,0.24506811053256194
2011-06-01,0.28626702988643316
2011-06-02,0.2714844857445817
2011-06-03,0.2607039838590887
2011-06-06,0.2719236010352908
2011-06-07,0.26181140082127824
2011-06-08,0.26644665132067247
2011-06-09,0.2587896334863512
2011-06-10,0.2984112350431867
